date,country_code,state_code,state_name,total_cases,total_deaths,total_recoveries
2020-03-16,USA,WV,West Virginia,1,0,0
2020-03-17,USA,WV,West Virginia,1,0,0
2020-03-18,USA,WV,West Virginia,2,0,0
2020-03-19,USA,WV,West Virginia,5,0,0
2020-03-20,USA,WV,West Virginia,8,0,0
2020-03-21,USA,WV,West Virginia,12,0,0
